subject,run,epoch,event,Fc5._alpha,Fc5._beta,Fc5._std,Fc3._alpha,Fc3._beta,Fc3._std,Fc1._alpha,Fc1._beta,Fc1._std,Fcz._alpha,Fcz._beta,Fcz._std,Fc2._alpha,Fc2._beta,Fc2._std,Fc4._alpha,Fc4._beta,Fc4._std,Fc6._alpha,Fc6._beta,Fc6._std,C5.._alpha,C5.._beta,C5.._std,C3.._alpha,C3.._beta,C3.._std,C1.._alpha,C1.._beta,C1.._std
S001,10,18,1,2.2240688282560524e-11,1.2257281758246383e-11,3.966487363014167e-05,2.8481187844876134e-11,1.0499924209730152e-11,4.7702909248606174e-05,3.347000349568786e-11,8.642343766897235e-12,4.9869971744259834e-05,3.975013449232205e-11,1.0126955940089987e-11,4.78468866293989e-05,3.055593422679566e-11,8.880332077932206e-12,4.331582922132515e-05,2.412824398870855e-11,6.704287145509242e-12,3.7281483174419356e-05,1.622445297538794e-11,4.80649684619426e-12,2.8310925564571812e-05,1.665582307302582e-11,1.026494424980073e-11,3.411463084333868e-05,2.4558800714648363e-11,1.0190304511777973e-11,5.027684172317012e-05,3.242047181546474e-11,1.0560300793842278e-11,5.311967422155578e-05
S001,10,19,2,2.429044198185008e-11,1.225976288631548e-11,3.507101961954252e-05,2.6120201027150093e-11,1.642028578832356e-11,3.974951120548417e-05,3.481438177691879e-11,2.1227076946910857e-11,4.6336784335079806e-05,4.1909296341604495e-11,2.1481388065530573e-11,4.8693137623032534e-05,3.0736075365306887e-11,1.6025887677581867e-11,4.4240455946706216e-05,1.9451558435896284e-11,1.0824173048557704e-11,3.843697433097655e-05,1.542881208792005e-11,6.158783148010022e-12,3.0328197686748307e-05,2.469054875874305e-11,1.1459186781546354e-11,3.766249338227254e-05,2.276421352116392e-11,1.3651739981568794e-11,3.9494552579146724e-05,2.7820850753611757e-11,1.5246105811509275e-11,4.513082746653953e-05
S001,10,20,1,3.463297103388189e-11,7.1641220077245065e-12,4.146981150725593e-05,3.3800630205604314e-11,7.88802784807416e-12,4.213798899284882e-05,3.997382194194273e-11,8.440042909253194e-12,4.2780556193192164e-05,3.667076526204939e-11,8.954014611420745e-12,5.6907565205094074e-05,3.152179609497774e-11,6.916815895439902e-12,4.484879689071728e-05,2.722422146579744e-11,5.2881536274289665e-12,4.364451582067627e-05,2.199265079542048e-11,3.765440658966196e-12,4.11360391537418e-05,3.3389266517046726e-11,9.281759383011e-12,4.4850984333709796e-05,2.943367130475272e-11,8.32573379547646e-12,3.872897822722538e-05,2.863287228794922e-11,8.046012647279864e-12,4.2781789118589906e-05
S001,10,21,2,2.512764306827811e-11,7.43991815454985e-12,3.9201128393314514e-05,1.9428541824564966e-11,9.411179386110463e-12,4.222248764971257e-05,2.1237797482845616e-11,1.1717634042538647e-11,4.086175140928729e-05,2.0365827303444808e-11,1.3458671215458967e-11,4.3331267489518825e-05,2.05899022949747e-11,1.3947764197814102e-11,4.538105534255925e-05,1.8627926874625443e-11,1.0983861933315767e-11,3.892602984304987e-05,1.3072513032277922e-11,7.27765907921086e-12,2.9133481364498846e-05,1.6684620568233937e-11,8.031566518707963e-12,3.6013216422135566e-05,1.5917287273711476e-11,9.142109922238618e-12,4.575107048686822e-05,1.789919536211276e-11,1.2018054775418145e-11,4.7414948968662166e-05
S001,10,22,1,1.6970992735759007e-11,9.503972719813328e-12,3.881618637583976e-05,1.3003788163683029e-11,1.212923615545848e-11,3.93279482396126e-05,1.6115935123531367e-11,1.397347162782009e-11,4.335002780244241e-05,1.912792801794405e-11,1.5949181586581996e-11,4.061261118023647e-05,1.489004510528623e-11,1.4944373681873888e-11,3.297051562345529e-05,1.3141579202059909e-11,1.3100539804426294e-11,2.8346518333978213e-05,1.5232093812405055e-11,1.0319654382801127e-11,2.527119547463072e-05,1.2785033909928715e-11,9.384310343623514e-12,4.059272920736519e-05,9.614580442779888e-12,1.1748598486293651e-11,3.5977707740164086e-05,8.652585054982146e-12,1.2993845251455494e-11,3.6028664336547946e-05
S001,10,23,3,4.25795040152869e-11,9.51444519435233e-12,6.413408811190713e-05,5.117120172884962e-11,1.1319743058476554e-11,6.615944348047627e-05,3.999944564495686e-11,9.439565508115396e-12,6.774837543014718e-05,3.188363896935935e-11,8.744021682019684e-12,5.8220644806811164e-05,2.852831160262197e-11,9.309229003143886e-12,5.6692804030005944e-05,3.007636818864093e-11,8.202340004849364e-12,4.5750862605418234e-05,1.985055009581073e-11,4.391234886238482e-12,3.3146183214219353e-05,5.105962611581698e-11,1.0948590417328454e-11,5.672791727914565e-05,5.09115143850239e-11,1.1077128270958855e-11,5.94257887205426e-05,3.502172000965825e-11,8.139099363379408e-12,5.933262803554656e-05
S001,10,24,1,3.7732076958758887e-11,9.153138823230954e-12,4.02084831885143e-05,5.272351342405579e-11,1.0962227410148933e-11,3.9795821607748945e-05,5.036090861007079e-11,1.3415783749745529e-11,3.9250011304323036e-05,4.058186212244778e-11,1.3954451633389622e-11,3.604980439408429e-05,3.2314668631534984e-11,1.1164700867740959e-11,3.591529189474566e-05,2.632507538198806e-11,8.207129314373524e-12,3.408299725886338e-05,1.6154511262297628e-11,5.900731820229517e-12,3.2058607748939455e-05,4.1853044495196684e-11,9.61254507592905e-12,3.2116577630109037e-05,5.753989360436906e-11,1.063337775319882e-11,3.520535427948429e-05,5.14595864351657e-11,1.464833470511994e-11,3.4118758374870105e-05
S001,10,25,3,4.5591156477032173e-11,2.2135843053277736e-11,6.211089985177419e-05,6.554618061990359e-11,3.473954753555266e-11,6.631487626341006e-05,7.099404864869855e-11,3.7239394559781986e-11,6.782553715853233e-05,5.538786677775723e-11,3.1520142885704574e-11,6.914714138005262e-05,5.562239252927919e-11,2.650569623682758e-11,5.905416230757424e-05,4.12254267009172e-11,1.834745356540825e-11,5.327162667496251e-05,2.8221544723090802e-11,1.1165359331691981e-11,4.768081234092426e-05,4.382530637288559e-11,2.40687370901781e-11,6.0134275529420315e-05,6.133909506462959e-11,3.064234067842116e-11,6.042807201221049e-05,6.11690131525694e-11,2.8120073429357137e-11,5.874152950638192e-05
S001,10,26,1,2.4721201107375813e-11,1.0957858459308494e-11,4.404019290868828e-05,2.5662756256845835e-11,1.1866418937061697e-11,4.637587404358593e-05,2.3996636931508642e-11,9.832967731957153e-12,4.658790545262773e-05,2.4048218984141018e-11,7.64133643423381e-12,5.095646923571654e-05,2.4222713252769623e-11,6.895756847934408e-12,4.9664145842892854e-05,2.3915493899175107e-11,5.307660979245167e-12,4.347267584911119e-05,1.6617982891966518e-11,4.14782706694502e-12,3.537656736899299e-05,2.7138021464001275e-11,8.353261044858007e-12,4.364863287828522e-05,3.183958699025766e-11,1.0700191605125192e-11,4.5937254010062425e-05,3.075886124111187e-11,9.392683606961569e-12,4.821754120423224e-05
S001,10,27,2,1.1126950130012392e-11,1.07745823082722e-11,4.916841842292527e-05,1.3384109125832996e-11,1.493014245401286e-11,5.171548845369265e-05,1.784746644332924e-11,1.701333059247406e-11,5.2633547766068624e-05,1.8681952862692497e-11,1.4800768147295635e-11,5.4171995881273355e-05,1.928699876825881e-11,1.4366641346637725e-11,4.889041985302392e-05,1.4779093617424605e-11,1.1801165179078599e-11,4.7832981090732755e-05,7.425589520857702e-12,9.037113385716138e-12,3.525808611543352e-05,1.4495186306085736e-11,1.412173515742715e-11,5.062184153834489e-05,2.160455430883149e-11,1.8287343747209124e-11,5.156892592613372e-05,2.4038458539135266e-11,1.9093214345049655e-11,5.185399533247833e-05
S001,10,28,1,6.701217947635913e-11,1.1452055019118883e-11,4.6380440621777854e-05,9.382780426982426e-11,1.3502344434998483e-11,4.946318226109614e-05,1.1161876021954891e-10,1.789494300825932e-11,4.824106082513786e-05,1.1131254976909671e-10,2.1219412242557837e-11,4.7616530672286665e-05,1.0382558076296723e-10,1.3530928808955738e-11,4.185421221122905e-05,8.922628135795525e-11,8.865712401092236e-12,3.686250329828743e-05,4.840418320848519e-11,5.267627800168885e-12,2.854737927416977e-05,6.700478114901417e-11,9.705102221586733e-12,3.965019280926415e-05,7.401252502553826e-11,9.403389861772656e-12,3.890495321114735e-05,7.985880581292333e-11,9.35556294413839e-12,3.904298445986716e-05
S001,10,29,3,2.956694476849985e-11,4.857325213033436e-12,4.61904441172118e-05,3.7678275942226507e-11,6.575550124196562e-12,4.978660492179285e-05,3.365339164223036e-11,7.320060761311023e-12,5.389030545181939e-05,3.2136066269081106e-11,7.90029711534679e-12,5.7317127400357645e-05,2.67569030591096e-11,6.896372737047519e-12,4.753930071763909e-05,1.9709595200349582e-11,5.40395701105052e-12,3.9765786871803755e-05,1.3215711625679422e-11,3.847836459367911e-12,3.2946943588114666e-05,2.4012836958411746e-11,5.1151625643077116e-12,4.7826327836660514e-05,3.8661040853368134e-11,7.556524349548944e-12,5.030625069991917e-05,3.728636598111662e-11,8.816034077528049e-12,5.2337411539873025e-05
S001,11,0,1,3.830103821092253e-11,9.229606786933607e-12,3.410484480601886e-05,3.133226352792928e-11,9.013980528908061e-12,3.434105448322697e-05,2.5106031658849032e-11,9.577914797252357e-12,3.941509893146208e-05,2.7402297984191366e-11,1.0110987647202072e-11,4.58478449144437e-05,2.4420501390094864e-11,8.512172070268051e-12,3.970033787365472e-05,2.213228069481916e-11,6.846545452410361e-12,3.505525572978088e-05,1.4138220679717998e-11,5.3973860156178425e-12,3.5780612754740875e-05,3.845427517029512e-11,1.0290779105388031e-11,3.2607140463762124e-05,3.040466887068783e-11,9.322030208118749e-12,3.370315216724803e-05,2.8601624923425727e-11,9.478350327298104e-12,3.676843218867646e-05
S001,11,1,2,1.8342541810947026e-11,1.108252951496926e-11,6.296678324142188e-05,2.2434312385423263e-11,1.0242709705111737e-11,6.0908583571152705e-05,2.4950867928994453e-11,9.232009741743106e-12,6.572800403670804e-05,2.17939813435721e-11,8.074834113928435e-12,5.8368223431136895e-05,1.7652843192148555e-11,6.179470229023368e-12,5.9481323564548874e-05,1.242486021410811e-11,5.309316557975586e-12,5.931986252842468e-05,6.732240020112717e-12,4.931586231388487e-12,5.4047868566152486e-05,1.6896211737589215e-11,9.638400960179748e-12,6.243855935210611e-05,1.675000162610955e-11,8.709488842981706e-12,5.974981320624777e-05,2.0275678439223273e-11,7.603389301835047e-12,6.463991379759357e-05
S001,11,2,1,1.8238399096804756e-11,6.1458054377895094e-12,3.3784647300543414e-05,2.2756384675736496e-11,6.197088740505043e-12,3.289716263096553e-05,3.1651788693212425e-11,6.992745476733728e-12,3.865354604344983e-05,4.170120068667148e-11,7.1855819326644016e-12,4.1227022860522235e-05,3.1398898190767566e-11,8.774608430080447e-12,3.603834725941637e-05,2.1606950559734018e-11,8.508504719244132e-12,3.1831133007208946e-05,1.4687619372034767e-11,5.816448659230725e-12,3.381940905227216e-05,1.6996799829203147e-11,6.240533624567282e-12,3.250718017961833e-05,2.1795558369176394e-11,5.954483776791495e-12,3.187440871788525e-05,2.9259654731249774e-11,6.059577519455763e-12,3.3308133252456304e-05
S001,11,3,3,8.763680730924483e-12,8.271702553948844e-12,5.642138509736671e-05,1.1539522018705274e-11,7.453898109075527e-12,5.207988907003276e-05,1.4256527239495872e-11,7.162555846369359e-12,4.982133761373613e-05,1.4610146172867234e-11,9.052389180246895e-12,4.952277178454311e-05,1.3903842370389805e-11,7.850698416032484e-12,4.772193846112171e-05,1.1627797656725277e-11,7.269323901135203e-12,4.5497736015019536e-05,7.1811301250848815e-12,5.335481477429862e-12,4.470129139296357e-05,9.449109605163875e-12,8.201546494280399e-12,4.937636781405008e-05,1.0261718120817503e-11,7.13194654441558e-12,4.698339894473031e-05,1.0862799347387184e-11,7.65821849442403e-12,4.539213007957623e-05
S001,11,4,1,6.311182083397465e-11,1.248631719683489e-11,6.132513227135592e-05,5.973403298634665e-11,1.3248505471095551e-11,5.7050694025947705e-05,4.595658521338627e-11,1.2640393019581491e-11,5.547774442384504e-05,3.632361279576434e-11,1.170780129073048e-11,5.507894076454464e-05,3.717871938839968e-11,1.0111819296098395e-11,5.717796319188169e-05,2.8884228435972572e-11,8.145854042641703e-12,5.236770447042371e-05,1.5700352250999673e-11,5.5870537579409095e-12,5.1859730463189237e-05,6.457959787201481e-11,1.2317899031597816e-11,5.9912740836914464e-05,6.201204570573675e-11,1.1651063270618129e-11,5.523739482256473e-05,4.315251541730371e-11,9.480836433962644e-12,5.56758334446038e-05
S001,11,5,3,1.5588896674438992e-11,1.168708905251446e-11,3.642052863838517e-05,1.9496285321246168e-11,1.6214767207000705e-11,4.5437710696330574e-05,2.0317719949788314e-11,2.5865064249953047e-11,5.3044098458229073e-05,1.9100017347699814e-11,2.941915763354898e-11,5.986675275900264e-05,1.8989901996511875e-11,2.4888491641608228e-11,5.261099348164625e-05,1.6222729941823233e-11,1.7410472619302828e-11,4.829774065130832e-05,1.2955596601517522e-11,1.151417174526771e-11,3.908289492764216e-05,1.7939374078633497e-11,1.243842357407335e-11,3.818737130645289e-05,1.6708144659895103e-11,1.7089400321493634e-11,4.294349732045783e-05,1.6881175009113728e-11,3.260307815733904e-11,4.939524411132849e-05
S001,11,6,1,3.5448452795912845e-11,1.490894264179448e-11,6.678782102695634e-05,3.965250771066902e-11,1.5734261187404473e-11,6.682638348905193e-05,4.0812786116845024e-11,1.6824151486967164e-11,6.361774864275262e-05,4.0413413266892014e-11,1.8141641303778728e-11,6.288048239660592e-05,3.607624980054569e-11,1.6011192287999524e-11,6.45389887035572e-05,2.8917711290224954e-11,1.4139261470041476e-11,6.096242523230904e-05,2.0195161300686483e-11,8.33762895697628e-12,5.7191646119227947e-05,4.236876296078425e-11,1.3594256070000335e-11,6.321039995686689e-05,4.3120190628309225e-11,1.4011926567634286e-11,5.8722805721475004e-05,4.386142801959445e-11,1.5720426695222782e-11,5.376003425935232e-05
S001,11,7,2,5.7843577844133654e-11,1.495113231469228e-11,8.839512750480082e-05,6.683213602943753e-11,1.7826056519745715e-11,8.429670545356223e-05,6.419343466317638e-11,2.1116653982027628e-11,9.030142306465534e-05,6.726466329101102e-11,2.296714283629265e-11,8.717407481295217e-05,5.2184568818692494e-11,2.2337140849249285e-11,8.970517515153134e-05,3.428627456700467e-11,1.7899452150336875e-11,8.295778492719292e-05,1.8246822319700902e-11,1.0558637193746917e-11,7.913029909716848e-05,5.404109555128021e-11,1.3519499905811404e-11,6.230202187659236e-05,5.920152187632577e-11,1.4005603169437607e-11,6.594990692418881e-05,6.687897099199223e-11,1.6108535599626164e-11,6.841002515577269e-05
S001,11,8,1,2.499101536714438e-11,1.139170786006144e-11,3.9660457548240937e-05,2.573920338090331e-11,1.2168548217546952e-11,4.637903698515634e-05,2.7937296259208973e-11,9.832093901790783e-12,5.186746107817927e-05,2.4768200323444448e-11,9.089829500483016e-12,5.012743477384268e-05,2.0035466251190026e-11,8.30175026629241e-12,5.242101552954858e-05,1.3926030188498428e-11,7.1396989863111066e-12,4.5364208939677356e-05,8.448309633749842e-12,6.393507884189394e-12,3.330304035912223e-05,2.2899036990915075e-11,1.288022054588004e-11,4.222334061760851e-05,2.424555526861568e-11,1.2922862940742171e-11,4.699486470503061e-05,2.1505218148825358e-11,1.0077139555537162e-11,5.1589314037048885e-05
S001,11,9,3,2.1885619007053695e-11,5.5116070521099545e-12,5.079319674818934e-05,1.8419053811208607e-11,6.592577627242485e-12,5.7185613476130636e-05,1.2784321261195988e-11,7.814230282986167e-12,6.017201946676533e-05,8.7056672326175e-12,1.044590773024997e-11,5.953486614803373e-05,9.526435850577576e-12,1.1840895842121452e-11,5.743536614953647e-05,7.460583431548404e-12,1.0845418270321839e-11,5.4520177752145685e-05,6.332533605418858e-12,7.667099764732368e-12,4.6300209892069905e-05,3.572874908274492e-11,7.182934587949222e-12,4.7713283768842966e-05,3.646377197229402e-11,6.442381995895462e-12,5.092982419903446e-05,2.7188451306091002e-11,7.1613929899033605e-12,5.323338470685612e-05
S001,11,10,1,2.6840832195723615e-11,8.138554521463244e-12,3.8101561152500586e-05,3.476547283185349e-11,7.381120466286081e-12,3.771157882884501e-05,4.1305912146035043e-11,6.691651971623845e-12,3.9677179445180706e-05,3.887242377081982e-11,6.830716285695097e-12,4.485297542212488e-05,3.645003980995586e-11,7.13989354058574e-12,4.402585699650982e-05,2.341312913650017e-11,7.446581240721103e-12,3.8911684559676734e-05,1.030552261445665e-11,6.085536369829423e-12,3.307728074215897e-05,3.049520274564376e-11,1.0230112017614254e-11,3.521774212731137e-05,3.817920591391863e-11,7.422498569403134e-12,3.887876852095149e-05,3.144566820046327e-11,6.918967441442349e-12,3.866404450465451e-05
S001,11,11,2,2.6781186561710834e-11,1.3269805829537937e-11,4.3981166306542144e-05,1.7539207664865038e-11,2.0271692894432438e-11,4.7437556790345404e-05,1.5027937276187836e-11,2.3224331478707668e-11,4.689079912348922e-05,1.6252199823077188e-11,2.0651565364848656e-11,5.0580228615441296e-05,1.5040948596478284e-11,1.5883518664463778e-11,4.791443247856958e-05,1.1530593780722022e-11,1.0857008219665365e-11,4.2958901317139777e-05,1.1260878460691319e-11,6.976034762738112e-12,3.1906539318583617e-05,3.1049093772157035e-11,1.4522296362190065e-11,4.676688057358396e-05,2.0364785858656868e-11,1.6818803240841135e-11,4.5921661158100276e-05,1.4642557214986144e-11,1.7017850252412444e-11,5.3100491271829617e-05
S001,11,12,1,2.9542561992398056e-11,1.184689872471636e-11,4.086985523007044e-05,4.0545892055784503e-11,1.4743298626521356e-11,4.5641369571012836e-05,4.000706604363689e-11,1.5066028714436283e-11,4.7596369488095586e-05,4.115195853708523e-11,1.6106977845806833e-11,4.544455690458382e-05,4.3153572283516176e-11,1.6563526740718288e-11,4.436177018616738e-05,5.327215025021817e-11,1.3795532940262236e-11,4.011404487348823e-05,5.7802960500098315e-11,9.756057729146563e-12,3.589191252106516e-05,4.8484260356456296e-11,1.138133736012757e-11,3.692141131437331e-05,6.312050188358824e-11,1.2055417391259508e-11,4.2962841018807554e-05,6.115939456327222e-11,1.2813076460840022e-11,4.6338865305344924e-05
S001,11,13,2,2.917130833680239e-11,1.6302484017954014e-11,5.0293538637944626e-05,4.6974703124972464e-11,2.857936415696666e-11,5.69580889028124e-05,6.273183205040749e-11,3.253332765649996e-11,6.144576968959199e-05,6.513427836984397e-11,3.048656042798497e-11,6.174824987096958e-05,5.6293021384394824e-11,2.9451643973559926e-11,6.183110094295191e-05,3.5710495866551133e-11,2.1950149999686736e-11,5.636923839780133e-05,1.6796913322942237e-11,1.1536692865690119e-11,4.769095073043086e-05,2.7725337227246138e-11,1.0956488094289577e-11,4.883278022686522e-05,4.6826108257427754e-11,1.6931320533199365e-11,5.1117825409646264e-05,5.91344852044441e-11,1.950063118585066e-11,5.5179428632794055e-05
S001,11,14,1,3.4033023700593704e-11,9.587427164904858e-12,3.4522717082796035e-05,3.775712070798924e-11,1.1421399385821962e-11,4.073199847503182e-05,3.5100894071383476e-11,1.308607197726378e-11,4.384742849547622e-05,3.7151071500516365e-11,1.3869444494698135e-11,5.033404779342985e-05,2.996599742403364e-11,1.1945162021575057e-11,5.1879513060075926e-05,2.0567892917351563e-11,9.209326382642394e-12,4.678497267447649e-05,1.2406841429820376e-11,6.557723253393455e-12,5.197173041395546e-05,3.3932380071800424e-11,8.729223493822198e-12,4.243589511308758e-05,3.398716427126589e-11,9.201496238097125e-12,3.7136741464481005e-05,2.988949856142718e-11,1.0220007027241132e-11,4.103752045899347e-05
